request_time,request_url,response_code,response_size,last_update_local,last_update_remote,source_register
20200520 01:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 01:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 02:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 02:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 03:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 03:57:34 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 04:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 04:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 05:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 05:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 06:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 06:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 07:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 07:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 08:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 08:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 09:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 09:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 10:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 10:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 11:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 11:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 12:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,404,21,20200519,,ClinicalTrials.gov
20200520 12:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 13:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F20%2F2020,200,21,20200519,,ClinicalTrials.gov
20200520 13:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 14:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 14:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 15:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 15:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 16:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 16:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 17:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 17:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 18:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 18:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 19:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 19:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 20:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 20:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 21:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 21:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 05:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 22:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 22:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200520 23:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200520 23:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 00:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 00:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 01:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 01:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 02:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 02:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 03:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 03:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 04:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 04:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 05:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 05:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 06:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 06:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 07:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 07:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 08:04:03 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 08:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 09:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 09:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 10:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 10:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 11:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 11:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 12:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 12:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 13:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 13:57:35 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 14:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 14:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 15:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 15:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 16:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 16:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 17:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 17:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 18:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 18:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 19:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 19:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 20:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,404,21,20200520,,ClinicalTrials.gov
20200521 20:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 21:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F21%2F2020,200,21,20200520,,ClinicalTrials.gov
20200521 21:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 22:04:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200521 22:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200521 23:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200521 23:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 00:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 00:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 01:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 01:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 02:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 02:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 03:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 03:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 04:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 04:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 05:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 06:03:59 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 06:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200519,ICTRP
20200522 07:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 07:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200519,20200522,ICTRP
20200522 07:57:40 GMT,https://www.who.int/ictrp/COVID19-web.csv,200,9351183,20200519,20200522,ICTRP
20200522 08:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 08:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 09:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 09:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 10:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 10:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 11:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 11:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 12:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 12:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 13:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 13:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 14:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 14:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 15:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 15:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 16:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 16:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 17:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 17:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 18:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 18:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 19:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 19:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 20:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 20:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 21:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 21:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 22:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 22:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200522 23:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200522 23:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 00:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200523 00:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 01:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200523 01:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 02:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200523 02:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 03:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,404,21,20200522,,ClinicalTrials.gov
20200523 03:57:36 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 04:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F23%2F2020,200,21,20200522,,ClinicalTrials.gov
20200523 04:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 05:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 05:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 06:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 06:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 07:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 07:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 08:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 08:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 09:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 09:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 10:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 10:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 11:04:01 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 11:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 12:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 12:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200524 20:57:38 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 13:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 13:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 14:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 14:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 15:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 15:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 16:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 16:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
20200523 17:04:00 GMT,https://clinicaltrials.gov/ct2/download_studies?cond=COVID-19&lupd_s=05%2F26%2F2020,404,21,20200525,,ClinicalTrials.gov
20200523 17:57:37 GMT,https://www.who.int/ictrp/en/,200,73598,20200522,20200522,ICTRP
